WKT,NAME,SpeciesName,Date,NameDate,URL
"MULTIPOINT ((153.13406 -27.78626))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-09-23T00:00:00.000,Koala 2015-09-23T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((152.62408 -28.40283))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-09-26T00:00:00.000,Koala 2015-09-26T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((152.84546 -28.41981))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-09-28T00:00:00.000,Koala 2015-09-28T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((153.22248 -28.27172))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-09-10T00:00:00.000,Koala 2015-09-10T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((153.05909 -27.81863))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-10-15T00:00:00.000,Koala 2015-10-15T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((152.61159 -28.328))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-11-20T00:00:00.000,Koala 2015-11-20T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((152.61147 -28.32834))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-11-20T00:00:00.000,Koala 2015-11-20T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((152.61172 -28.32872))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-11-20T00:00:00.000,Koala 2015-11-20T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((152.63297 -28.38548))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-11-04T00:00:00.000,Koala 2015-11-04T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((152.60048 -28.32333))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-11-04T00:00:00.000,Koala 2015-11-04T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((153.15 -28.21667))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-11-05T00:00:00.000,Koala 2015-11-05T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((153.09281 -27.80456))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-11-28T00:00:00.000,Koala 2015-11-28T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((153.18419 -27.74378))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-11-15T00:00:00.000,Koala 2015-11-15T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((153.06095 -27.83817))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-11-17T00:00:00.000,Koala 2015-11-17T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((153.08179 -27.86959))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-11-27T00:00:00.000,Koala 2015-11-27T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((153.07349 -27.92913))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-11-15T00:00:00.000,Koala 2015-11-15T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((153.23 -28.17))",Koala,"Phascolarctos cinereus (Goldfuss, 1817)",2015-12-06T00:00:00.000,Koala 2015-12-06T00:00:00,https://wildlife.org.au/koala/
"MULTIPOINT ((152.55255 -27.92946))",Northern Bettong,"Bettongia tropica Wakefield, 1967",2019-12-20T00:00:00.000,Northern Bettong 2019-12-20T00:00:00,https://environment.des.qld.gov.au/wildlife/threatened-species/endangered/northern-bettong
"MULTIPOINT ((153.20261 -27.91522))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2020-01-04T00:00:00.000,Yellow-bellied Glider 2020-01-04T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((153.20332 -27.91705))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2019-10-31T00:00:00.000,Yellow-bellied Glider 2019-10-31T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((153.19408 -27.9248))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2019-11-07T00:00:00.000,Yellow-bellied Glider 2019-11-07T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((153.20263 -27.91333))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2019-12-29T00:00:00.000,Yellow-bellied Glider 2019-12-29T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((153.19368 -27.9254))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2017-09-19T00:00:00.000,Yellow-bellied Glider 2017-09-19T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66909 -28.35089))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-20T00:00:00.000,Yellow-bellied Glider 2015-01-20T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66851 -28.35069))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-20T00:00:00.000,Yellow-bellied Glider 2015-01-20T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66894 -28.3484))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-20T00:00:00.000,Yellow-bellied Glider 2015-01-20T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66055 -28.33805))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-20T00:00:00.000,Yellow-bellied Glider 2015-01-20T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66645 -28.35234))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-20T00:00:00.000,Yellow-bellied Glider 2015-01-20T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.65998 -28.34001))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-20T00:00:00.000,Yellow-bellied Glider 2015-01-20T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66891 -28.35045))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-20T00:00:00.000,Yellow-bellied Glider 2015-01-20T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.6654 -28.34872))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-21T00:00:00.000,Yellow-bellied Glider 2015-01-21T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66317 -28.34832))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-21T00:00:00.000,Yellow-bellied Glider 2015-01-21T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.65845 -28.33985))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-20T00:00:00.000,Yellow-bellied Glider 2015-01-20T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66733 -28.34788))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-20T00:00:00.000,Yellow-bellied Glider 2015-01-20T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66954 -28.33586))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-15T00:00:00.000,Yellow-bellied Glider 2015-01-15T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66455 -28.34869))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-21T00:00:00.000,Yellow-bellied Glider 2015-01-21T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66447 -28.34884))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-21T00:00:00.000,Yellow-bellied Glider 2015-01-21T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.65799 -28.35451))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-21T00:00:00.000,Yellow-bellied Glider 2015-01-21T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.65818 -28.3382))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-15T00:00:00.000,Yellow-bellied Glider 2015-01-15T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67141 -28.33659))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-01-15T00:00:00.000,Yellow-bellied Glider 2015-01-15T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66887 -28.33475))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-02-18T00:00:00.000,Yellow-bellied Glider 2015-02-18T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66982 -28.3368))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-02-18T00:00:00.000,Yellow-bellied Glider 2015-02-18T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66958 -28.33502))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-02-18T00:00:00.000,Yellow-bellied Glider 2015-02-18T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67215 -28.3358))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-02-18T00:00:00.000,Yellow-bellied Glider 2015-02-18T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.65321 -28.35952))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-02-25T00:00:00.000,Yellow-bellied Glider 2015-02-25T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.66695 -28.35162))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-02-26T00:00:00.000,Yellow-bellied Glider 2015-02-26T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.668 -28.35199))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-02-26T00:00:00.000,Yellow-bellied Glider 2015-02-26T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.65231 -28.35912))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-02-25T00:00:00.000,Yellow-bellied Glider 2015-02-25T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.65557 -28.36419))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-03-31T00:00:00.000,Yellow-bellied Glider 2015-03-31T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.64852 -28.3602))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-03-04T00:00:00.000,Yellow-bellied Glider 2015-03-04T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67595 -28.42184))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-04-22T00:00:00.000,Yellow-bellied Glider 2015-04-22T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67508 -28.4206))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-04-22T00:00:00.000,Yellow-bellied Glider 2015-04-22T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67579 -28.42167))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-04-14T00:00:00.000,Yellow-bellied Glider 2015-04-14T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67481 -28.41841))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-04-22T00:00:00.000,Yellow-bellied Glider 2015-04-22T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.6713 -28.42507))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-04-22T00:00:00.000,Yellow-bellied Glider 2015-04-22T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.68252 -28.4346))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-04-23T00:00:00.000,Yellow-bellied Glider 2015-04-23T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67316 -28.42439))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-04-22T00:00:00.000,Yellow-bellied Glider 2015-04-22T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67615 -28.4178))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-04-27T00:00:00.000,Yellow-bellied Glider 2015-04-27T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67641 -28.41697))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-04-27T00:00:00.000,Yellow-bellied Glider 2015-04-27T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67612 -28.4187))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-04-27T00:00:00.000,Yellow-bellied Glider 2015-04-27T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67571 -28.41839))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-04-28T00:00:00.000,Yellow-bellied Glider 2015-04-28T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.68179 -28.43538))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-06-02T00:00:00.000,Yellow-bellied Glider 2015-06-02T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.68173 -28.43403))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-06-02T00:00:00.000,Yellow-bellied Glider 2015-06-02T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67713 -28.41733))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-06-23T00:00:00.000,Yellow-bellied Glider 2015-06-23T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67703 -28.41718))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-06-09T00:00:00.000,Yellow-bellied Glider 2015-06-09T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67657 -28.41814))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-06-09T00:00:00.000,Yellow-bellied Glider 2015-06-09T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67537 -28.42156))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-06-23T00:00:00.000,Yellow-bellied Glider 2015-06-23T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67632 -28.41832))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-06-23T00:00:00.000,Yellow-bellied Glider 2015-06-23T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.67737 -28.41745))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-06-23T00:00:00.000,Yellow-bellied Glider 2015-06-23T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.63661 -28.37997))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-07-01T00:00:00.000,Yellow-bellied Glider 2015-07-01T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.65295 -28.37561))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-07-02T00:00:00.000,Yellow-bellied Glider 2015-07-02T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.6529 -28.37629))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-07-01T00:00:00.000,Yellow-bellied Glider 2015-07-01T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.63709 -28.38151))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-07-02T00:00:00.000,Yellow-bellied Glider 2015-07-02T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.65296 -28.37562))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-07-02T00:00:00.000,Yellow-bellied Glider 2015-07-02T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.63709 -28.38152))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-07-02T00:00:00.000,Yellow-bellied Glider 2015-07-02T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.6529 -28.3763))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-07-01T00:00:00.000,Yellow-bellied Glider 2015-07-01T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
"MULTIPOINT ((152.63661 -28.37998))",Yellow-bellied Glider,"Petaurus australis Shaw & Nodder, 1791",2015-07-01T00:00:00.000,Yellow-bellied Glider 2015-07-01T00:00:00,https://wildlife.org.au/yellow-bellied-glider/
